Mod:Item:MetaData, Localized Name
extendedcrafting:singularity:34, Platinum Singularity
extendedcrafting:singularity:35, Iridium Singularity
extendedcrafting:singularity:48, Signalum Singularity
extendedcrafting:singularity:49, Lumium Singularity
extendedcrafting:singularity:50, Enderium Singularity
extendedcrafting:singularity:64, Ardite Singularity
extendedcrafting:singularity:65, Cobalt Singularity
extendedcrafting:singularity:66, Manyullyn Singularity
extendedcrafting:singularity_ultimate, The Ultimate Singularity
projecte:alchemical_chest, Alchemical Chest
projecte:collector_mk1, Energy Collector MK1
projecte:collector_mk2, Energy Collector MK2
projecte:collector_mk3, Energy Collector MK3
projecte:condenser_mk1, Energy Condenser
projecte:condenser_mk2, Energy Condenser MK2
projecte:dm_furnace, Dark Matter Furnace
projecte:dm_pedestal, Dark Matter Pedestal
projecte:fuel_block:0, Alchemical Coal Block
projecte:fuel_block:1, Mobius Fuel Block
projecte:fuel_block:2, Aeternalis Fuel Block
projecte:interdiction_torch, Interdiction Torch
projecte:matter_block:0, Dark Matter Block
projecte:matter_block:1, Red Matter Block
projecte:nova_catalyst, Nova Catalyst
projecte:nova_cataclysm, Nova Cataclysm
projecte:relay_mk1, Anti-Matter Relay MK1
projecte:relay_mk2, Anti-Matter Relay MK2
projecte:relay_mk3, Anti-Matter Relay MK3
projecte:rm_furnace, Red Matter Furnace
projecte:transmutation_table, Transmutation Table
projecte:item.pe_philosophers_stone, Philosopher's Stone
projecte:item.pe_alchemical_bag:0, Alchemical Bag (White)
projecte:item.pe_alchemical_bag:1, Alchemical Bag (Orange)
projecte:item.pe_alchemical_bag:2, Alchemical Bag (Magenta)
projecte:item.pe_alchemical_bag:3, Alchemical Bag (Light Blue)
projecte:item.pe_alchemical_bag:4, Alchemical Bag (Yellow)
projecte:item.pe_alchemical_bag:5, Alchemical Bag (Lime)
projecte:item.pe_alchemical_bag:6, Alchemical Bag (Pink)
projecte:item.pe_alchemical_bag:7, Alchemical Bag (Gray)
projecte:item.pe_alchemical_bag:8, Alchemical Bag (Light Gray)
projecte:item.pe_alchemical_bag:9, Alchemical Bag (Cyan)
projecte:item.pe_alchemical_bag:10, Alchemical Bag (Purple)
projecte:item.pe_alchemical_bag:11, Alchemical Bag (Blue)
projecte:item.pe_alchemical_bag:12, Alchemical Bag (Brown)
projecte:item.pe_alchemical_bag:13, Alchemical Bag (Green)
projecte:item.pe_alchemical_bag:14, Alchemical Bag (Red)
projecte:item.pe_alchemical_bag:15, Alchemical Bag (Black)
projecte:item.pe_repair_talisman, Repair Talisman
projecte:item.pe_klein_star:0, Klein Star Ein
projecte:item.pe_klein_star:1, Klein Star Zwei
projecte:item.pe_klein_star:2, Klein Star Drei
projecte:item.pe_klein_star:3, Klein Star Vier
projecte:item.pe_klein_star:4, Klein Star Sphere
projecte:item.pe_klein_star:5, Klein Star Omega
projecte:item.pe_fuel:0, Alchemical Coal
projecte:item.pe_fuel:1, Mobius Fuel
projecte:item.pe_fuel:2, Aeternalis Fuel
projecte:item.pe_covalence_dust:0, Low Covalence Dust
projecte:item.pe_covalence_dust:1, Medium Covalence Dust
projecte:item.pe_covalence_dust:2, High Covalence Dust
projecte:item.pe_matter:0, Dark Matter
projecte:item.pe_matter:1, Red Matter
projecte:item.pe_dm_pick, Dark Matter Pickaxe
projecte:item.pe_dm_axe, Dark Matter Axe
projecte:item.pe_dm_shovel, Dark Matter Shovel
projecte:item.pe_dm_sword, Dark Matter Sword
projecte:item.pe_dm_hoe, Dark Matter Hoe
projecte:item.pe_dm_shears, Dark Matter Shears
projecte:item.pe_dm_hammer, Dark Matter Hammer
projecte:item.pe_rm_pick, Red Matter Pickaxe
projecte:item.pe_rm_axe, Red Matter Axe
projecte:item.pe_rm_shovel, Red Matter Shovel
projecte:item.pe_rm_sword, Red Matter Sword
projecte:item.pe_rm_hoe, Red Matter Hoe
projecte:item.pe_rm_shears, Red Matter Shears
projecte:item.pe_rm_hammer, Red Matter Hammer
projecte:item.pe_rm_katar, Red Katar
projecte:item.pe_rm_morning_star, Red Morningstar
projecte:item.pe_dm_armor_3, Dark Matter Helmet
projecte:item.pe_dm_armor_2, Dark Matter Chestplate
projecte:item.pe_dm_armor_1, Dark Matter Leggings
projecte:item.pe_dm_armor_0, Dark Matter Boots
projecte:item.pe_rm_armor_3, Red Matter Helmet
projecte:item.pe_rm_armor_2, Red Matter Chestplate
projecte:item.pe_rm_armor_1, Red Matter Leggings
projecte:item.pe_rm_armor_0, Red Matter Boots
projecte:item.pe_gem_armor_3, Gem Helmet
projecte:item.pe_gem_armor_2, Gem Chestplate
projecte:item.pe_gem_armor_1, Gem Leggings
projecte:item.pe_gem_armor_0, Gem Boots
projecte:item.pe_ring_iron_band, Iron Band
projecte:item.pe_black_hole, Black Hole Band
projecte:item.pe_archangel_smite, Archangel's Smite
projecte:item.pe_harvest_god, Harvest Goddess Band
projecte:item.pe_ignition, Ignition Ring
projecte:item.pe_zero_ring, Zero Ring
projecte:item.pe_swrg, Swiftwolf's Rending Gale
projecte:item.pe_time_watch, Watch of Flowing Time
projecte:item.pe_gem_density, Gem of Eternal Density
projecte:item.pe_divining_rod_1, Divining Rod (low)
projecte:item.pe_divining_rod_2, Divining Rod (medium)
projecte:item.pe_divining_rod_3, Divining Rod (high)
projecte:item.pe_mercurial_eye, Mercurial Eye
projecte:item.pe_void_ring, Void Ring
projecte:item.pe_arcana_ring, Ring of Arcana
projecte:item.pe_body_stone, Body Stone
projecte:item.pe_soul_stone, Soul Stone
projecte:item.pe_mind_stone, Mind Stone
projecte:item.pe_life_stone, Life Stone
projecte:item.pe_evertide_amulet, Evertide Amulet
projecte:item.pe_volcanite_amulet, Volcanite Amulet
projecte:item.pe_water_orb, Water Orb
projecte:item.pe_lava_orb, Lava Orb
projecte:item.pe_randomizer, Randomizer Orb
projecte:item.pe_lens_explosive, Explosive Lens
projecte:item.pe_fire_projectile, item.pe_fire_projectile.name
projecte:item.pe_wind_projectile, item.pe_wind_projectile.name
projecte:item.pe_destruction_catalyst, Destruction Catalyst
projecte:item.pe_hyperkinetic_lens, Hyperkinetic Lens
projecte:item.pe_catalitic_lens, Catalytic Lens
projecte:item.pe_tome, Tome of Knowledge
projecte:item.pe_transmutation_tablet, Transmutation Tablet
projecte:item.pe_manual, Book of the Alchemist [WIP]
projectex:energy_link, Basic Energy EMC Link
projectex:personal_link, Personal EMC Link
projectex:refined_link, Refined EMC Link
projectex:compressed_refined_link, Compressed Refined EMC Link
projectex:collector:0, Basic Collector [MK1]
projectex:collector:1, Dark Matter Collector [MK2]
projectex:collector:2, Red Matter Collector [MK3]
projectex:collector:3, Magenta Matter Collector [MK4]
projectex:collector:4, Pink Matter Collector [MK5]
projectex:collector:5, Purple Matter Collector [MK6]
projectex:collector:6, Violet Matter Collector [MK7]
projectex:collector:7, Blue Matter Collector [MK8]
projectex:collector:8, Cyan Matter Collector [MK9]
projectex:collector:9, Green Matter Collector [MK10]
projectex:collector:10, Lime Matter Collector [MK11]
projectex:collector:11, Yellow Matter Collector [MK12]
projectex:collector:12, Orange Matter Collector [MK13]
projectex:collector:13, White Matter Collector [MK14]
projectex:collector:14, Fading Matter Collector [MK15]
projectex:collector:15, The Final Collector
projectex:relay:0, Basic Relay [MK1]
projectex:relay:1, Dark Matter Relay [MK2]
projectex:relay:2, Red Matter Relay [MK3]
projectex:relay:3, Magenta Matter Relay [MK4]
projectex:relay:4, Pink Matter Relay [MK5]
projectex:relay:5, Purple Matter Relay [MK6]
projectex:relay:6, Violet Matter Relay [MK7]
projectex:relay:7, Blue Matter Relay [MK8]
projectex:relay:8, Cyan Matter Relay [MK9]
projectex:relay:9, Green Matter Relay [MK10]
projectex:relay:10, Lime Matter Relay [MK11]
projectex:relay:11, Yellow Matter Relay [MK12]
projectex:relay:12, Orange Matter Relay [MK13]
projectex:relay:13, White Matter Relay [MK14]
projectex:relay:14, Fading Matter Relay [MK15]
projectex:relay:15, The Final Relay
projectex:compressed_collector:0, Basic Collector [MK1]
projectex:compressed_collector:1, Dark Matter Collector [MK2]
projectex:compressed_collector:2, Red Matter Collector [MK3]
projectex:compressed_collector:3, Magenta Matter Collector [MK4]
projectex:compressed_collector:4, Pink Matter Collector [MK5]
projectex:compressed_collector:5, Purple Matter Collector [MK6]
projectex:compressed_collector:6, Violet Matter Collector [MK7]
projectex:compressed_collector:7, Blue Matter Collector [MK8]
projectex:compressed_collector:8, Cyan Matter Collector [MK9]
projectex:compressed_collector:9, Green Matter Collector [MK10]
projectex:compressed_collector:10, Lime Matter Collector [MK11]
projectex:compressed_collector:11, Yellow Matter Collector [MK12]
projectex:compressed_collector:12, Orange Matter Collector [MK13]
projectex:compressed_collector:13, White Matter Collector [MK14]
projectex:compressed_collector:14, Fading Matter Collector [MK15]
projectex:compressed_collector:15, The Final Collector
projectex:power_flower:0, Basic Power Flower Bonsai Pot [MK1]
projectex:power_flower:1, Dark Matter Power Flower Bonsai Pot [MK2]
projectex:power_flower:2, Red Matter Power Flower Bonsai Pot [MK3]
projectex:power_flower:3, Magenta Matter Power Flower Bonsai Pot [MK4]
projectex:power_flower:4, Pink Matter Power Flower Bonsai Pot [MK5]
projectex:power_flower:5, Purple Matter Power Flower Bonsai Pot [MK6]
projectex:power_flower:6, Violet Matter Power Flower Bonsai Pot [MK7]
projectex:power_flower:7, Blue Matter Power Flower Bonsai Pot [MK8]
projectex:power_flower:8, Cyan Matter Power Flower Bonsai Pot [MK9]
projectex:power_flower:9, Green Matter Power Flower Bonsai Pot [MK10]
projectex:power_flower:10, Lime Matter Power Flower Bonsai Pot [MK11]
projectex:power_flower:11, Yellow Matter Power Flower Bonsai Pot [MK12]
projectex:power_flower:12, Orange Matter Power Flower Bonsai Pot [MK13]
projectex:power_flower:13, White Matter Power Flower Bonsai Pot [MK14]
projectex:power_flower:14, Fading Matter Power Flower Bonsai Pot [MK15]
projectex:power_flower:15, The Final Power Flower Bonsai Pot
projectex:stone_table, Stone Transmutation Table
projectex:alchemy_table, Alchemy Table
projectex:magnum_star_ein, Magnum Star Ein
projectex:magnum_star_zwei, Magnum Star Zwei
projectex:magnum_star_drei, Magnum Star Drei
projectex:magnum_star_vier, Magnum Star Vier
projectex:magnum_star_sphere, Magnum Star Sphere
projectex:magnum_star_omega, Magnum Star Omega
projectex:colossal_star_ein, Colossal Star Ein
projectex:colossal_star_zwei, Colossal Star Zwei
projectex:colossal_star_drei, Colossal Star Drei
projectex:colossal_star_vier, Colossal Star Vier
projectex:colossal_star_sphere, Colossal Star Sphere
projectex:colossal_star_omega, Colossal Star Omega
projectex:matter:0, Magenta Matter
projectex:matter:1, Pink Matter
projectex:matter:2, Purple Matter
projectex:matter:3, Violet Matter
projectex:matter:4, Blue Matter
projectex:matter:5, Cyan Matter
projectex:matter:6, Green Matter
projectex:matter:7, Lime Matter
projectex:matter:8, Yellow Matter
projectex:matter:9, Orange Matter
projectex:matter:10, White Matter
projectex:matter:11, Fading Matter
projectex:final_star_shard, The Final Star Shard
projectex:final_star, The Final Star
projectex:knowledge_sharing_book, Knowledge Sharing Book
projectex:arcane_tablet, Arcane Transmutation Tablet
questbook:itemquestbook, Quest Book
base:wrench, Wrench
buildcraftcore:spring:0, Water Spring
buildcraftcore:spring:1, Oil Spring
buildcraftcore:decorated:0, tile.decorated.destroy.name
buildcraftcore:decorated:1, Blueprint (Decoration)
buildcraftcore:decorated:2, Template (Decoration)
buildcraftcore:decorated:3, tile.decorated.paper.name
buildcraftcore:decorated:4, tile.decorated.leather.name
buildcraftcore:decorated:5, Laser (Decoration)
buildcraftcore:marker_volume, Land Mark
buildcraftcore:marker_path, Path Mark
buildcraftcore:engine:0, Redstone Engine
buildcraftcore:engine:1, Stirling Engine
buildcraftcore:engine:2, Combustion Engine
buildcraftcore:engine:3, Creative Engine
buildcraftcore:wrench, Wrench
buildcraftcore:gear_wood, Wood Gear
buildcraftcore:gear_stone, Stone Gear
buildcraftcore:gear_iron, Iron Gear
buildcraftcore:gear_gold, Gold Gear
buildcraftcore:gear_diamond, Diamond Gear
buildcraftcore:paintbrush:64, Paintbrush
buildcraftcore:paintbrush:0, §z§0§fWhite§r Paintbrush
buildcraftcore:paintbrush:0, §z§1§6Orange§r Paintbrush
buildcraftcore:paintbrush:0, §z§2§dMagenta§r Paintbrush
buildcraftcore:paintbrush:0, §z§3§bLight Blue§r Paintbrush
buildcraftcore:paintbrush:0, §z§4§eYellow§r Paintbrush
buildcraftcore:paintbrush:0, §z§5§aLime§r Paintbrush
buildcraftcore:paintbrush:0, §z§6§dPink§r Paintbrush
buildcraftcore:paintbrush:0, §z§7§7Gray§r Paintbrush
buildcraftcore:paintbrush:0, §z§8§7Light Gray§r Paintbrush
buildcraftcore:paintbrush:0, §z§9§3Cyan§r Paintbrush
buildcraftcore:paintbrush:0, §z§a§dPurple§r Paintbrush
buildcraftcore:paintbrush:0, §9§9Blue§r Paintbrush
buildcraftcore:paintbrush:0, §z§c§6Brown§r Paintbrush
buildcraftcore:paintbrush:0, §z§d§aGreen§r Paintbrush
buildcraftcore:paintbrush:0, §z§e§cRed§r Paintbrush
buildcraftcore:paintbrush:0, §0§7Black§r Paintbrush
buildcraftcore:list, List
buildcraftcore:map_location:0, Map Location
buildcraftcore:marker_connector, Marker Connector
buildcraftcore:volume_box, item.volume_box.name
buildcraftcore:fragile_fluid_shard, Fragile %s Shard
buildcraftbuilders:snapshot:2, Blueprint
buildcraftbuilders:snapshot:0, Template
buildcraftbuilders:schematic_single:0, Single Block Schematic
buildcraftbuilders:filler_planner, Filler Planner
buildcraftbuilders:filler, Filler
buildcraftbuilders:builder, Builder
buildcraftbuilders:architect, Architect Table
buildcraftbuilders:library, Electronic Library
buildcraftbuilders:replacer, tile.replacerBlock.name
buildcraftbuilders:frame, Frame
buildcraftbuilders:quarry, Quarry
buildcrafttransport:pipe_structure:0, Cobblestone Structure Pipe
buildcrafttransport:pipe_wood_item:0, Wooden Transport Pipe
buildcrafttransport:pipe_cobble_item:0, Cobblestone Transport Pipe
buildcrafttransport:pipe_stone_item:0, Stone Transport Pipe
buildcrafttransport:pipe_quartz_item:0, Quartz Transport Pipe
buildcrafttransport:pipe_iron_item:0, Iron Transport Pipe
buildcrafttransport:pipe_gold_item:0, Golden Transport Pipe
buildcrafttransport:pipe_clay_item:0, Clay Transport Pipe
buildcrafttransport:pipe_sandstone_item:0, Sandstone Transport Pipe
buildcrafttransport:pipe_void_item:0, Void Transport Pipe
buildcrafttransport:pipe_obsidian_item:0, Obsidian Transport Pipe
buildcrafttransport:pipe_diamond_item:0, Diamond Transport Pipe
buildcrafttransport:pipe_diamond_wood_item:0, Wooden Diamond Transport Pipe
buildcrafttransport:pipe_lapis_item:0, Lazuli Transport Pipe
buildcrafttransport:pipe_daizuli_item:0, Daizuli Transport Pipe
buildcrafttransport:pipe_emzuli_item:0, Emzuli Transport Pipe
buildcrafttransport:pipe_stripes_item:0, Stripes Transport Pipe
buildcrafttransport:pipe_wood_fluid:0, Wooden Fluid Pipe
buildcrafttransport:pipe_cobble_fluid:0, Cobblestone Fluid Pipe
buildcrafttransport:pipe_stone_fluid:0, Stone Fluid Pipe
buildcrafttransport:pipe_quartz_fluid:0, Quartz Fluid Pipe
buildcrafttransport:pipe_gold_fluid:0, Golden Fluid Pipe
buildcrafttransport:pipe_iron_fluid:0, Iron Fluid Pipe
buildcrafttransport:pipe_clay_fluid:0, Clay Fluid Pipe
buildcrafttransport:pipe_sandstone_fluid:0, Sandstone Fluid Pipe
buildcrafttransport:pipe_void_fluid:0, Void Fluid Pipe
buildcrafttransport:pipe_diamond_fluid:0, Diamond Fluid Pipe
buildcrafttransport:pipe_diamond_wood_fluid:0, Wooden Diamond Fluid Pipe
buildcrafttransport:pipe_wood_power:0, Wooden Kinesis Pipe
buildcrafttransport:pipe_cobble_power:0, Cobblestone Kinesis Pipe
buildcrafttransport:pipe_stone_power:0, Stone Kinesis Pipe
buildcrafttransport:pipe_quartz_power:0, Quartz Kinesis Pipe
buildcrafttransport:pipe_gold_power:0, Golden Kinesis Pipe
buildcrafttransport:pipe_sandstone_power:0, Sandstone Kinesis Pipe
buildcrafttransport:filtered_buffer, Filtered Buffer
buildcrafttransport:waterproof, Pipe Sealant
buildcrafttransport:plug_blocker, Pipe Plug
buildcrafttransport:plug_power_adaptor, Power Adapter
buildcrafttransport:wire:0, §z§0§fWhite§r Pipe Wire
buildcrafttransport:wire:1, §z§1§6Orange§r Pipe Wire
buildcrafttransport:wire:2, §z§2§dMagenta§r Pipe Wire
buildcrafttransport:wire:3, §z§3§bLight Blue§r Pipe Wire
buildcrafttransport:wire:4, §z§4§eYellow§r Pipe Wire
buildcrafttransport:wire:5, §z§5§aLime§r Pipe Wire
buildcrafttransport:wire:6, §z§6§dPink§r Pipe Wire
buildcrafttransport:wire:7, §z§7§7Gray§r Pipe Wire
buildcrafttransport:wire:8, §z§8§7Light Gray§r Pipe Wire
buildcrafttransport:wire:9, §z§9§3Cyan§r Pipe Wire
buildcrafttransport:wire:10, §z§a§dPurple§r Pipe Wire
buildcrafttransport:wire:11, §9§9Blue§r Pipe Wire
buildcrafttransport:wire:12, §z§c§6Brown§r Pipe Wire
buildcrafttransport:wire:13, §z§d§aGreen§r Pipe Wire
buildcrafttransport:wire:14, §z§e§cRed§r Pipe Wire
buildcrafttransport:wire:15, §0§7Black§r Pipe Wire
buildcraftsilicon:laser, Laser
buildcraftsilicon:assembly_table, Assembly Table
buildcraftsilicon:advanced_crafting_table, Advanced Crafting Table
buildcraftsilicon:integration_table, Integration Table
buildcraftsilicon:redstone_chipset:0, Redstone Chipset
buildcraftsilicon:redstone_chipset:1, Iron Chipset
buildcraftsilicon:redstone_chipset:2, Golden Chipset
buildcraftsilicon:redstone_chipset:3, Quartz Chipset
buildcraftsilicon:redstone_chipset:4, Diamond Chipset
buildcraftsilicon:gate_copier, Gate Copier
buildcraftsilicon:plug_gate, item.gate.name
buildcraftsilicon:plug_lens:0, §0§7Black§r Lens
buildcraftsilicon:plug_lens:1, §z§e§cRed§r Lens
buildcraftsilicon:plug_lens:2, §z§d§aGreen§r Lens
buildcraftsilicon:plug_lens:3, §z§c§6Brown§r Lens
